Built target mpibenchmark
Built target mpibenchmark
[ 48%] Built target mpibenchmark
[ 64%] Built target mpibenchPredNreps
[ 64%] Built target mpibenchmark
[ 64%] Built target mpibenchmark
[ 64%] Built target mpibenchmark
[ 64%] Built target mpibenchPredNreps
[ 64%] Built target mpibenchmark
[ 64%] Built target mpibenchmark
[ 64%] Built target mpibenchmark
[ 64%] Built target mpibenchmark
[ 64%] Built target mpibenchmark
[ 64%] Built target mpibenchmark
[ 64%] Built target mpibenchmark
[ 65%] Built target mpibenchmark
[ 65%] Built target mpibenchmark
[ 97%] Built target mpibenchPredNreps
[ 97%] Built target nrep_pred
[ 97%] Built target nrep_pred
Built target mpibenchPredNreps
Built target mpibenchPredNreps
Built target mpibenchPredNreps
Built target mpibenchPredNreps
[ 86%] Built target mpibenchPredNreps
[ 81%] Built target mpibenchPredNreps
[ 84%] Built target verify_clock
[ 84%] Built target mpibenchPredNreps
[ 84%] Built target mpibenchPredNreps
[ 84%] Built target mpibenchPredNreps
[ 84%] Built target mpibenchPredNreps
[ 84%] Built target mpibenchPredNreps
[ 83%] Built target verify_clock
[ 75%] Built target mpibenchPredNreps
[ 27%] Built target nrep_pred
Built target nrep_pred
Built target nrep_pred
Built target nrep_pred
Built target nrep_pred
Built target nrep_pred
Built target nrep_pred
Built target mpibenchmark
Built target nrep_pred
Built target nrep_pred
Built target nrep_pred
Built target nrep_pred
Built target nrep_pred
Built target nrep_pred
Built target verify_clock
Built target verify_clock
Built target verify_clock
Built target verify_clock
Built target verify_clock
Built target verify_clock
Built target verify_clock
Built target verify_clock
Built target verify_clock
Built target mpibenchPredNreps
Built target verify_clock
Built target verify_clock
Built target verify_clock
Built target verify_clock
Built target nrep_pred
Built target verify_clock
#Command-line arguments:  /home/thesis/steiner/reprompi/./bin/mpibenchmark --calls-list=MPI_Bcast,MPI_Alltoall,MPI_Allreduce --msizes-list=1,4,16,128,1024,10240,102400,1024000 --nrep=20 -v
#MPI calls:
#	MPI_Bcast
#	MPI_Alltoall
#	MPI_Allreduce
#Message sizes:
#	1
#	4
#	16
#	128
#	1024
#	10240
#	102400
#	1024000
#@operation=MPI_BOR
#@datatype=MPI_BYTE
#@datatype_extent_bytes=1
#@datatype_size_bytes=1
#@root_proc=0
#@reproMPIcommitSHA1=00325471f9a39c5ffc35796f360fb02838cbef84
#@nprocs=16
#@clocktype=local
#@clock=MPI_Wtime
#@sync=MPI_Barrier
#@nrep=20
process                                               test       nrep        count loc_tstart_sec   loc_tend_sec 
     12                                      MPI_Allreduce         16         1024 116756.7398636280 116756.7398750170
     12                                      MPI_Allreduce         17         1024 116756.7398809970 116756.7398925190
     12                                      MPI_Allreduce         18         1024 116756.7398979340 116756.7399098830
     12                                      MPI_Allreduce         19         1024 116756.7399155710 116756.7399268900
     13                                      MPI_Allreduce          0         1024 116776.0534639790 116776.0534783840
     13                                      MPI_Allreduce          1         1024 116776.0534823720 116776.0534964860
     13                                      MPI_Allreduce          2         1024 116776.0534999760 116776.0535128620
     13                                      MPI_Allreduce          3         1024 116776.0535167600 116776.0535303760
     13                                      MPI_Allreduce          4         1024 116776.0535345800 116776.0535473920
     13                                      MPI_Allreduce          5         1024 116776.0535519210 116776.0535640180
     13                                      MPI_Allreduce          6         1024 116776.0535685730 116776.0535803580
     13                                      MPI_Allreduce          7         1024 116776.0535856810 116776.0535963140
     13                                      MPI_Allreduce          8         1024 116776.0536023580 116776.0536123610
     13                                      MPI_Allreduce          9         1024 116776.0536190560 116776.0536362810
     13                                      MPI_Allreduce         10         1024 116776.0536413710 116776.0536529560
     13                                      MPI_Allreduce         11         1024 116776.0536586540 116776.0536709300
     13                                      MPI_Allreduce         12         1024 116776.0536752110 116776.0536883050
     13                                      MPI_Allreduce         13         1024 116776.0536928110 116776.0537067440
     13                                      MPI_Allreduce         14         1024 116776.0537105330 116776.0537235110
     13                                      MPI_Allreduce         15         1024 116776.0537279090 116776.0537407290
     13                                      MPI_Allreduce         16         1024 116776.0537448510 116776.0537579940
     13                                      MPI_Allreduce         17         1024 116776.0537625270 116776.0537755290
     13                                      MPI_Allreduce         18         1024 116776.0537791040 116776.0537931910
     13                                      MPI_Allreduce         19         1024 116776.0537970820 116776.0538097940
     14                                      MPI_Allreduce          0         1024 116753.4990283940 116753.4990427680
     14                                      MPI_Allreduce          1         1024 116753.4990469930 116753.4990605550
     14                                      MPI_Allreduce          2         1024 116753.4990647710 116753.4990774050
     14                                      MPI_Allreduce          3         1024 116753.4990814060 116753.4990945490
     14                                      MPI_Allreduce          4         1024 116753.4990986800 116753.4991123870
     14                                      MPI_Allreduce          5         1024 116753.4991156050 116753.4991294810
     14                                      MPI_Allreduce          6         1024 116753.4991322340 116753.4991455170
     14                                      MPI_Allreduce          7         1024 116753.4991486140 116753.4991620400
     14                                      MPI_Allreduce          8         1024 116753.4991653780 116753.4991785160
     14                                      MPI_Allreduce          9         1024 116753.4991819570 116753.4992013460
     14                                      MPI_Allreduce         10         1024 116753.4992049860 116753.4992193010
     14                                      MPI_Allreduce         11         1024 116753.4992216840 116753.4992353710
     14                                      MPI_Allreduce         12         1024 116753.4992390760 116753.4992525020
     14                                      MPI_Allreduce         13         1024 116753.4992576190 116753.4992708790
     14                                      MPI_Allreduce         14         1024 116753.4992749940 116753.4992880880
     14                                      MPI_Allreduce         15         1024 116753.4992923490 116753.4993053730
     14                                      MPI_Allreduce         16         1024 116753.4993093400 116753.4993225090
     14                                      MPI_Allreduce         17         1024 116753.4993264140 116753.4993398630
     14                                      MPI_Allreduce         18         1024 116753.4993439540 116753.4993570790
     14                                      MPI_Allreduce         19         1024 116753.4993614130 116753.4993743010
     15                                      MPI_Allreduce          0         1024 116746.8659081520 116746.8659239910
     15                                      MPI_Allreduce          1         1024 116746.8659265980 116746.8659418330
     15                                      MPI_Allreduce          2         1024 116746.8659442790 116746.8659585580
     15                                      MPI_Allreduce          3         1024 116746.8659610380 116746.8659759600
     15                                      MPI_Allreduce          4         1024 116746.8659784740 116746.8659923190
     15                                      MPI_Allreduce          5         1024 116746.8659958130 116746.8660084310
     15                                      MPI_Allreduce          6         1024 116746.8660126430 116746.8660251720
     15                                      MPI_Allreduce          7         1024 116746.8660293510 116746.8660413070
     15                                      MPI_Allreduce          8         1024 116746.8660460440 116746.8660579520
     15                                      MPI_Allreduce          9         1024 116746.8660630110 116746.8660750890
     15                                      MPI_Allreduce         10         1024 116746.8660852290 116746.8660981320
     15                                      MPI_Allreduce         11         1024 116746.8661027160 116746.8661163380
     15                                      MPI_Allreduce         12         1024 116746.8661190220 116746.8661343100
     15                                      MPI_Allreduce         13         1024 116746.8661366530 116746.8661522330
     15                                      MPI_Allreduce         14         1024 116746.8661546400 116746.8661694100
     15                                      MPI_Allreduce         15         1024 116746.8661717100 116746.8661863710
     15                                      MPI_Allreduce         16         1024 116746.8661887260 116746.8662037440
     15                                      MPI_Allreduce         17         1024 116746.8662060500 116746.8662209700
     15                                      MPI_Allreduce         18         1024 116746.8662232950 116746.8662386450
     15                                      MPI_Allreduce         19         1024 116746.8662408670 116746.8662554880
      0                                          MPI_Bcast          0        10240 116784.3206423930 116784.3206518350
      0                                          MPI_Bcast          1        10240 116784.3206667460 116784.3206711530
      0                                          MPI_Bcast          2        10240 116784.3206866490 116784.3206903970
      0                                          MPI_Bcast          3        10240 116784.3207060670 116784.3207098270
      0                                          MPI_Bcast          4        10240 116784.3207255750 116784.3207293220
      0                                          MPI_Bcast          5        10240 116784.3207449760 116784.3207487990
      0                                          MPI_Bcast          6        10240 116784.3207639370 116784.3207676540
      0                                          MPI_Bcast          7        10240 116784.3207828430 116784.3207865520
      0                                          MPI_Bcast          8        10240 116784.3208045490 116784.3208083010
      0                                          MPI_Bcast          9        10240 116784.3208231220 116784.3208268920
      0                                          MPI_Bcast         10        10240 116784.3208417000 116784.3208453730
      0                                          MPI_Bcast         11        10240 116784.3208605320 116784.3208642130
      0                                          MPI_Bcast         12        10240 116784.3208793460 116784.3208830450
      0                                          MPI_Bcast         13        10240 116784.3208977790 116784.3209014770
      0                                          MPI_Bcast         14        10240 116784.3209177210 116784.3209214420
      0                                          MPI_Bcast         15        10240 116784.3209364230 116784.3209401760
      0                                          MPI_Bcast         16        10240 116784.3209550620 116784.3209587370
      0                                          MPI_Bcast         17        10240 116784.3209735370 116784.3209773740
      0                                          MPI_Bcast         18        10240 116784.3209920760 116784.3209958020
      0                                          MPI_Bcast         19        10240 116784.3210106520 116784.3210143320
      1                                          MPI_Bcast          0        10240 116747.2960193860 116747.2960353270
      1                                          MPI_Bcast          1        10240 116747.2960436060 116747.2960547200
      1                                          MPI_Bcast          2        10240 116747.2960647340 116747.2960751320
      1                                          MPI_Bcast          3        10240 116747.2960836790 116747.2960940080
      1                                          MPI_Bcast          4        10240 116747.2961030690 116747.2961134440
      1                                          MPI_Bcast          5        10240 116747.2961219980 116747.2961326230
      1                                          MPI_Bcast          6        10240 116747.2961419480 116747.2961516960
      1                                          MPI_Bcast          7        10240 116747.2961603390 116747.2961706810
      1                                          MPI_Bcast          8        10240 116747.2961800500 116747.2961923430
      1                                          MPI_Bcast          9        10240 116747.2962009390 116747.2962107960
      1                                          MPI_Bcast         10        10240 116747.2962193160 116747.2962292820
      1                                          MPI_Bcast         11        10240 116747.2962379850 116747.2962482050
      1                                          MPI_Bcast         12        10240 116747.2962567140 116747.2962669510
      1                                          MPI_Bcast         13        10240 116747.2962755190 116747.2962853030
      1                                          MPI_Bcast         14        10240 116747.2962956930 116747.2963054810
      1                                          MPI_Bcast         15        10240 116747.2963146610 116747.2963241840
      1                                          MPI_Bcast         16        10240 116747.2963327150 116747.2963427920
      1                                          MPI_Bcast         17        10240 116747.2963515790 116747.2963612110
      1                                          MPI_Bcast         18        10240 116747.2963697490 116747.2963797340
      1                                          MPI_Bcast         19        10240 116747.2963883440 116747.2963984010
      2                                          MPI_Bcast          0        10240 116749.0062369430 116749.0062531500
      2                                          MPI_Bcast          1        10240 116749.0062633650 116749.0062727320
      2                                          MPI_Bcast          2        10240 116749.0062835080 116749.0062924190
      2                                          MPI_Bcast          3        10240 116749.0063017630 116749.0063112610
      2                                          MPI_Bcast          4        10240 116749.0063210620 116749.0063306080
      2                                          MPI_Bcast          5        10240 116749.0063411440 116749.0063503430
      2                                          MPI_Bcast          6        10240 116749.0063593380 116749.0063688650
      2                                          MPI_Bcast          7        10240 116749.0063795480 116749.0063879790
      2                                          MPI_Bcast          8        10240 116749.0064008720 116749.0064096140
      2                                          MPI_Bcast          9        10240 116749.0064197060 116749.0064280340
      2                                          MPI_Bcast         10        10240 116749.0064384320 116749.0064466230
      2                                          MPI_Bcast         11        10240 116749.0064564220 116749.0064654770
      2                                          MPI_Bcast         12        10240 116749.0064759900 116749.0064842010
      2                                          MPI_Bcast         13        10240 116749.0064943790 116749.0065026440
      2                                          MPI_Bcast         14        10240 116749.0065134870 116749.0065229250
      2                                          MPI_Bcast         15        10240 116749.0065323400 116749.0065413940
      2                                          MPI_Bcast         16        10240 116749.0065517460 116749.0065605470
      2                                          MPI_Bcast         17        10240 116749.0065694950 116749.0065789580
      2                                          MPI_Bcast         18        10240 116749.0065885540 116749.0065969700
      2                                          MPI_Bcast         19        10240 116749.0066071460 116749.0066163470
      3                                          MPI_Bcast          0        10240 116754.0608008300 116754.0608196960
      3                                          MPI_Bcast          1        10240 116754.0608261610 116754.0608397590
      3                                          MPI_Bcast          2        10240 116754.0608464120 116754.0608596060
      3                                          MPI_Bcast          3        10240 116754.0608655290 116754.0608789900
      3                                          MPI_Bcast          4        10240 116754.0608848190 116754.0608983120
      3                                          MPI_Bcast          5        10240 116754.0609039540 116754.0609174640
      3                                          MPI_Bcast          6        10240 116754.0609237370 116754.0609363650
      3                                          MPI_Bcast          7        10240 116754.0609430290 116754.0609551280
      3                                          MPI_Bcast          8        10240 116754.0609616340 116754.0609768290
      3                                          MPI_Bcast          9        10240 116754.0609827360 116754.0609952560
      3                                          MPI_Bcast         10        10240 116754.0610015080 116754.0610142440
      3                                          MPI_Bcast         11        10240 116754.0610198040 116754.0610327200
      3                                          MPI_Bcast         12        10240 116754.0610389780 116754.0610515520
      3                                          MPI_Bcast         13        10240 116754.0610575120 116754.0610699140
      3                                          MPI_Bcast         14        10240 116754.0610768760 116754.0610900940
      3                                          MPI_Bcast         15        10240 116754.0610967050 116754.0611085440
      3                                          MPI_Bcast         16        10240 116754.0611149490 116754.0611274370
      3                                          MPI_Bcast         17        10240 116754.0611335270 116754.0611456120
      3                                          MPI_Bcast         18        10240 116754.0611519380 116754.0611643640
      3                                          MPI_Bcast         19        10240 116754.0611702470 116754.0611830980
      4                                          MPI_Bcast          0        10240 116754.8353802970 116754.8353981640
      4                                          MPI_Bcast          1        10240 116754.8354052320 116754.8354183320
      4                                          MPI_Bcast          2        10240 116754.8354252820 116754.8354383680
      4                                          MPI_Bcast          3        10240 116754.8354447360 116754.8354575730
      4                                          MPI_Bcast          4        10240 116754.8354654260 116754.8354769700
      4                                          MPI_Bcast          5        10240 116754.8354837570 116754.8354965400
      4                                          MPI_Bcast          6        10240 116754.8355023930 116754.8355151160
      4                                          MPI_Bcast          7        10240 116754.8355215820 116754.8355340820
      4                                          MPI_Bcast          8        10240 116754.8355424670 116754.8355556410
      4                                          MPI_Bcast          9        10240 116754.8355622070 116754.8355739860
      4                                          MPI_Bcast         10        10240 116754.8355805740 116754.8355926390
      4                                          MPI_Bcast         11        10240 116754.8355991790 116754.8356116500
      4                                          MPI_Bcast         12        10240 116754.8356178620 116754.8356303200
      4                                          MPI_Bcast         13        10240 116754.8356373500 116754.8356487720
      4                                          MPI_Bcast         14        10240 116754.8356563560 116754.8356690930
      4                                          MPI_Bcast         15        10240 116754.8356755120 116754.8356876770
      4                                          MPI_Bcast         16        10240 116754.8356938140 116754.8357060210
      4                                          MPI_Bcast         17        10240 116754.8357126500 116754.8357245420
      4                                          MPI_Bcast         18        10240 116754.8357308820 116754.8357430630
      4                                          MPI_Bcast         19        10240 116754.8357498080 116754.8357618490
      5                                          MPI_Bcast          0        10240 116757.8011269870 116757.8011462580
      5                                          MPI_Bcast          1        10240 116757.8011519650 116757.8011666400
      5                                          MPI_Bcast          2        10240 116757.8011726170 116757.8011859610
      5                                          MPI_Bcast          3        10240 116757.8011915230 116757.8012049210
      5                                          MPI_Bcast          4        10240 116757.8012113330 116757.8012244690
      5                                          MPI_Bcast          5        10240 116757.8012302550 116757.8012436240
      5                                          MPI_Bcast          6        10240 116757.8012499510 116757.8012631800
      5                                          MPI_Bcast          7        10240 116757.8012682210 116757.8012821020
      5                                          MPI_Bcast          8        10240 116757.8012885990 116757.8013032760
      5                                          MPI_Bcast          9        10240 116757.8013092630 116757.8013217450
      5                                          MPI_Bcast         10        10240 116757.8013277080 116757.8013403910
      5                                          MPI_Bcast         11        10240 116757.8013460440 116757.8013593230
      5                                          MPI_Bcast         12        10240 116757.8013648460 116757.8013779060
      5                                          MPI_Bcast         13        10240 116757.8013838200 116757.8013962860
      5                                          MPI_Bcast         14        10240 116757.8014031620 116757.8014165050
      5                                          MPI_Bcast         15        10240 116757.8014226260 116757.8014351790
      5                                          MPI_Bcast         16        10240 116757.8014409340 116757.8014536700
      5                                          MPI_Bcast         17        10240 116757.8014594340 116757.8014725820
      5                                          MPI_Bcast         18        10240 116757.8014780360 116757.8014908390
      5                                          MPI_Bcast         19        10240 116757.8014965750 116757.8015095840
      6                                          MPI_Bcast          0        10240 116762.5363539020 116762.5363734640
      6                                          MPI_Bcast          1        10240 116762.5363802790 116762.5363933790
      6                                          MPI_Bcast          2        10240 116762.5364002520 116762.5364129290
      6                                          MPI_Bcast          3        10240 116762.5364192240 116762.5364320340
      6                                          MPI_Bcast          4        10240 116762.5364386320 116762.5364514270
      6                                          MPI_Bcast          5        10240 116762.5364579320 116762.5364707690
      6                                          MPI_Bcast          6        10240 116762.5364769580 116762.5364895970
      6                                          MPI_Bcast          7        10240 116762.5364965170 116762.5365085960
      6                                          MPI_Bcast          8        10240 116762.5365175370 116762.5365302450
      6                                          MPI_Bcast          9        10240 116762.5365365400 116762.5365486900
      6                                          MPI_Bcast         10        10240 116762.5365552090 116762.5365673080
      6                                          MPI_Bcast         11        10240 116762.5365733720 116762.5365860670
      6                                          MPI_Bcast         12        10240 116762.5365927920 116762.5366047720
      6                                          MPI_Bcast         13        10240 116762.5366113280 116762.5366232230
      6                                          MPI_Bcast         14        10240 116762.5366304660 116762.5366435520
      6                                          MPI_Bcast         15        10240 116762.5366496410 116762.5366619930
      6                                          MPI_Bcast         16        10240 116762.5366686830 116762.5366807110
      6                                          MPI_Bcast         17        10240 116762.5366868700 116762.5366989400
      6                                          MPI_Bcast         18        10240 116762.5367056530 116762.5367176000
      6                                          MPI_Bcast         19        10240 116762.5367240840 116762.5367364340
      7                                          MPI_Bcast          0        10240 116761.0001279830 116761.0001492590
      7                                          MPI_Bcast          1        10240 116761.0001543520 116761.0001689180
      7                                          MPI_Bcast          2        10240 116761.0001741980 116761.0001887970
      7                                          MPI_Bcast          3        10240 116761.0001939510 116761.0002083290
      7                                          MPI_Bcast          4        10240 116761.0002129370 116761.0002276560
      7                                          MPI_Bcast          5        10240 116761.0002324350 116761.0002466420
      7                                          MPI_Bcast          6        10240 116761.0002524250 116761.0002657880
      7                                          MPI_Bcast          7        10240 116761.0002707170 116761.0002841590
      7                                          MPI_Bcast          8        10240 116761.0002898090 116761.0003060390
      7                                          MPI_Bcast          9        10240 116761.0003110970 116761.0003243840
      7                                          MPI_Bcast         10        10240 116761.0003293350 116761.0003434800
      7                                          MPI_Bcast         11        10240 116761.0003483300 116761.0003618560
      7                                          MPI_Bcast         12        10240 116761.0003669910 116761.0003806530
      7                                          MPI_Bcast         13        10240 116761.0003857280 116761.0003993700
      7                                          MPI_Bcast         14        10240 116761.0004051920 116761.0004190640
      7                                          MPI_Bcast         15        10240 116761.0004244910 116761.0004377140
      7                                          MPI_Bcast         16        10240 116761.0004428930 116761.0004565150
      7                                          MPI_Bcast         17        10240 116761.0004613900 116761.0004748180
      7                                          MPI_Bcast         18        10240 116761.0004798440 116761.0004937380
      7                                          MPI_Bcast         19        10240 116761.0004984440 116761.0005120840
      8                                          MPI_Bcast          0        10240 116776.2474076620 116776.2474263910
      8                                          MPI_Bcast          1        10240 116776.2474330290 116776.2474467660
      8                                          MPI_Bcast          2        10240 116776.2474523690 116776.2474668990
      8                                          MPI_Bcast          3        10240 116776.2474723780 116776.2474856650
      8                                          MPI_Bcast          4        10240 116776.2474920320 116776.2475052850
      8                                          MPI_Bcast          5        10240 116776.2475114830 116776.2475253160
      8                                          MPI_Bcast          6        10240 116776.2475298960 116776.2475432950
      8                                          MPI_Bcast          7        10240 116776.2475491170 116776.2475623070
      8                                          MPI_Bcast          8        10240 116776.2475695510 116776.2475837810
      8                                          MPI_Bcast          9        10240 116776.2475894770 116776.2476022550
      8                                          MPI_Bcast         10        10240 116776.2476076810 116776.2476212240
      8                                          MPI_Bcast         11        10240 116776.2476270440 116776.2476399330
      8                                          MPI_Bcast         12        10240 116776.2476451630 116776.2476583930
      8                                          MPI_Bcast         13        10240 116776.2476640020 116776.2476770540
      8                                          MPI_Bcast         14        10240 116776.2476843560 116776.2476975120
      8                                          MPI_Bcast         15        10240 116776.2477021230 116776.2477157290
      8                                          MPI_Bcast         16        10240 116776.2477211650 116776.2477342260
      8                                          MPI_Bcast         17        10240 116776.2477396950 116776.2477528560
      8                                          MPI_Bcast         18        10240 116776.2477581370 116776.2477712910
      8                                          MPI_Bcast         19        10240 116776.2477769270 116776.2477900550
      9                                          MPI_Bcast          0        10240 116773.4529436790 116773.4529643260
      9                                          MPI_Bcast          1        10240 116773.4529684450 116773.4529841390
      9                                          MPI_Bcast          2        10240 116773.4529891180 116773.4530035580
      9                                          MPI_Bcast          3        10240 116773.4530083190 116773.4530225700
      9                                          MPI_Bcast          4        10240 116773.4530278600 116773.4530419870
      9                                          MPI_Bcast          5        10240 116773.4530470710 116773.4530612780
      9                                          MPI_Bcast          6        10240 116773.4530661410 116773.4530806430
      9                                          MPI_Bcast          7        10240 116773.4530851680 116773.4530995200
      9                                          MPI_Bcast          8        10240 116773.4531041660 116773.4531208530
      9                                          MPI_Bcast          9        10240 116773.4531254130 116773.4531392750
      9                                          MPI_Bcast         10        10240 116773.4531437890 116773.4531578520
      9                                          MPI_Bcast         11        10240 116773.4531629080 116773.4531771980
      9                                          MPI_Bcast         12        10240 116773.4531813490 116773.4531957900
      9                                          MPI_Bcast         13        10240 116773.4531999390 116773.4532138210
      9                                          MPI_Bcast         14        10240 116773.4532199370 116773.4532339310
      9                                          MPI_Bcast         15        10240 116773.4532388770 116773.4532526490
      9                                          MPI_Bcast         16        10240 116773.4532571970 116773.4532711750
      9                                          MPI_Bcast         17        10240 116773.4532759640 116773.4532899480
      9                                          MPI_Bcast         18        10240 116773.4532941770 116773.4533083670
      9                                          MPI_Bcast         19        10240 116773.4533129740 116773.4533268790
     10                                          MPI_Bcast          0        10240 116776.0619404370 116776.0619601710
     10                                          MPI_Bcast          1        10240 116776.0619666130 116776.0619810660
     10                                          MPI_Bcast          2        10240 116776.0619868720 116776.0620003460
     10                                          MPI_Bcast          3        10240 116776.0620054110 116776.0620197160
     10                                          MPI_Bcast          4        10240 116776.0620249540 116776.0620387560
     10                                          MPI_Bcast          5        10240 116776.0620444420 116776.0620582380
     10                                          MPI_Bcast          6        10240 116776.0620629940 116776.0620769860
     10                                          MPI_Bcast          7        10240 116776.0620828630 116776.0620970320
     10                                          MPI_Bcast          8        10240 116776.0621042790 116776.0621176410
     10                                          MPI_Bcast          9        10240 116776.0621230170 116776.0621361750
     10                                          MPI_Bcast         10        10240 116776.0621416900 116776.0621548190
     10                                          MPI_Bcast         11        10240 116776.0621599950 116776.0621735820
     10                                          MPI_Bcast         12        10240 116776.0621793490 116776.0621922680
     10                                          MPI_Bcast         13        10240 116776.0621976970 116776.0622105380
     10                                          MPI_Bcast         14        10240 116776.0622168860 116776.0622310460
     10                                          MPI_Bcast         15        10240 116776.0622359440 116776.0622495130
     10                                          MPI_Bcast         16        10240 116776.0622550710 116776.0622681090
     10                                          MPI_Bcast         17        10240 116776.0622730890 116776.0622866390
     10                                          MPI_Bcast         18        10240 116776.0622919300 116776.0623051160
     10                                          MPI_Bcast         19        10240 116776.0623104970 116776.0623239100
     11                                          MPI_Bcast          0        10240 116775.5743697970 116775.5743907010
     11                                          MPI_Bcast          1        10240 116775.5743952070 116775.5744108010
     11                                          MPI_Bcast          2        10240 116775.5744151740 116775.5744301250
     11                                          MPI_Bcast          3        10240 116775.5744345350 116775.5744503380
     11                                          MPI_Bcast          4        10240 116775.5744539080 116775.5744693460
     11                                          MPI_Bcast          5        10240 116775.5744731140 116775.5744879990
     11                                          MPI_Bcast          6        10240 116775.5744927980 116775.5745072120
     11                                          MPI_Bcast          7        10240 116775.5745118360 116775.5745258680
     11                                          MPI_Bcast          8        10240 116775.5745305450 116775.5745476080
     11                                          MPI_Bcast          9        10240 116775.5745517710 116775.5745660820
     11                                          MPI_Bcast         10        10240 116775.5745705600 116775.5745848980
     11                                          MPI_Bcast         11        10240 116775.5745888540 116775.5746035050
     11                                          MPI_Bcast         12        10240 116775.5746079790 116775.5746226920
     11                                          MPI_Bcast         13        10240 116775.5746265730 116775.5746407230
     11                                          MPI_Bcast         14        10240 116775.5746461090 116775.5746607270
     11                                          MPI_Bcast         15        10240 116775.5746654930 116775.5746793290
     11                                          MPI_Bcast         16        10240 116775.5746837890 116775.5746982780
     11                                          MPI_Bcast         17        10240 116775.5747023430 116775.5747164490
     11                                          MPI_Bcast         18        10240 116775.5747210060 116775.5747354410
     11                                          MPI_Bcast         19        10240 116775.5747392940 116775.5747538230
     12                                          MPI_Bcast          0        10240 116756.7408831600 116756.7409025500
     12                                          MPI_Bcast          1        10240 116756.7409083450 116756.7409227100
     12                                          MPI_Bcast          2        10240 116756.7409280800 116756.7409428610
     12                                          MPI_Bcast          3        10240 116756.7409476760 116756.7409622090
     12                                          MPI_Bcast          4        10240 116756.7409679540 116756.7409812940
     12                                          MPI_Bcast          5        10240 116756.7409867160 116756.7410012080
     12                                          MPI_Bcast          6        10240 116756.7410053970 116756.7410195650
     12                                          MPI_Bcast          7        10240 116756.7410245890 116756.7410386940
     12                                          MPI_Bcast          8        10240 116756.7410450860 116756.7410601310
     12                                          MPI_Bcast          9        10240 116756.7410650620 116756.7410785800
     12                                          MPI_Bcast         10        10240 116756.7410833860 116756.7410973680
     12                                          MPI_Bcast         11        10240 116756.7411024880 116756.7411162880
     12                                          MPI_Bcast         12        10240 116756.7411206650 116756.7411347710
     12                                          MPI_Bcast         13        10240 116756.7411399740 116756.7411533670
     12                                          MPI_Bcast         14        10240 116756.7411592410 116756.7411736810
     12                                          MPI_Bcast         15        10240 116756.7411782790 116756.7411920360
     12                                          MPI_Bcast         16        10240 116756.7411966410 116756.7412106760
     12                                          MPI_Bcast         17        10240 116756.7412154400 116756.7412290120
     12                                          MPI_Bcast         18        10240 116756.7412336250 116756.7412475210
     12                                          MPI_Bcast         19        10240 116756.7412526490 116756.7412664170
     13                                          MPI_Bcast          0        10240 116776.0547647150 116776.0547864690
     13                                          MPI_Bcast          1        10240 116776.0547897290 116776.0548063160
     13                                          MPI_Bcast          2        10240 116776.0548102580 116776.0548255880
     13                                          MPI_Bcast          3        10240 116776.0548293300 116776.0548445990
     13                                          MPI_Bcast          4        10240 116776.0548491390 116776.0548641650
     13                                          MPI_Bcast          5        10240 116776.0548680520 116776.0548832050
     13                                          MPI_Bcast          6        10240 116776.0548875750 116776.0549028700
     13                                          MPI_Bcast          7        10240 116776.0549060670 116776.0549215030
     13                                          MPI_Bcast          8        10240 116776.0549262130 116776.0549429340
     13                                          MPI_Bcast          9        10240 116776.0549468420 116776.0549613710
     13                                          MPI_Bcast         10        10240 116776.0549653350 116776.0549799840
     13                                          MPI_Bcast         11        10240 116776.0549838220 116776.0549990160
     13                                          MPI_Bcast         12        10240 116776.0550026420 116776.0550176020
     13                                          MPI_Bcast         13        10240 116776.0550214270 116776.0550359120
     13                                          MPI_Bcast         14        10240 116776.0550407520 116776.0550561160
     13                                          MPI_Bcast         15        10240 116776.0550602490 116776.0550747580
     13                                          MPI_Bcast         16        10240 116776.0550785610 116776.0550933050
     13                                          MPI_Bcast         17        10240 116776.0550971140 116776.0551119520
     13                                          MPI_Bcast         18        10240 116776.0551155880 116776.0551304870
     13                                          MPI_Bcast         19        10240 116776.0551343110 116776.0551489190
     14                                          MPI_Bcast          0        10240 116753.5003289780 116753.5003496260
     14                                          MPI_Bcast          1        10240 116753.5003552530 116753.5003705830
     14                                          MPI_Bcast          2        10240 116753.5003751470 116753.5003899800
     14                                          MPI_Bcast          3        10240 116753.5003941960 116753.5004092700
     14                                          MPI_Bcast          4        10240 116753.5004135890 116753.5004282830
     14                                          MPI_Bcast          5        10240 116753.5004328520 116753.5004477800
     14                                          MPI_Bcast          6        10240 116753.5004519040 116753.5004665730
     14                                          MPI_Bcast          7        10240 116753.5004713960 116753.5004854690
     14                                          MPI_Bcast          8        10240 116753.5004923780 116753.5005072600
     14                                          MPI_Bcast          9        10240 116753.5005115030 116753.5005256940
     14                                          MPI_Bcast         10        10240 116753.5005301100 116753.5005442710
     14                                          MPI_Bcast         11        10240 116753.5005484180 116753.5005630730
     14                                          MPI_Bcast         12        10240 116753.5005676880 116753.5005817840
     14                                          MPI_Bcast         13        10240 116753.5005862660 116753.5006004380
     14                                          MPI_Bcast         14        10240 116753.5006054830 116753.5006207290
     14                                          MPI_Bcast         15        10240 116753.5006245630 116753.5006390430
     14                                          MPI_Bcast         16        10240 116753.5006435920 116753.5006578090
     14                                          MPI_Bcast         17        10240 116753.5006618220 116753.5006761000
