Built target mpibenchmark
Built target mpibenchmark
[ 48%] Built target mpibenchmark
[ 64%] Built target mpibenchPredNreps
[ 64%] Built target mpibenchmark
[ 64%] Built target mpibenchmark
[ 64%] Built target mpibenchmark
[ 64%] Built target mpibenchPredNreps
[ 64%] Built target mpibenchmark
[ 64%] Built target mpibenchmark
[ 64%] Built target mpibenchmark
[ 64%] Built target mpibenchmark
[ 64%] Built target mpibenchmark
[ 64%] Built target mpibenchmark
[ 64%] Built target mpibenchmark
[ 65%] Built target mpibenchmark
[ 65%] Built target mpibenchmark
[ 97%] Built target mpibenchPredNreps
[ 97%] Built target nrep_pred
[ 97%] Built target nrep_pred
Built target mpibenchPredNreps
Built target mpibenchPredNreps
Built target mpibenchPredNreps
Built target mpibenchPredNreps
[ 86%] Built target mpibenchPredNreps
[ 81%] Built target mpibenchPredNreps
[ 84%] Built target verify_clock
[ 84%] Built target mpibenchPredNreps
[ 84%] Built target mpibenchPredNreps
[ 84%] Built target mpibenchPredNreps
[ 84%] Built target mpibenchPredNreps
[ 84%] Built target mpibenchPredNreps
[ 83%] Built target verify_clock
[ 75%] Built target mpibenchPredNreps
[ 27%] Built target nrep_pred
Built target nrep_pred
Built target nrep_pred
Built target nrep_pred
Built target nrep_pred
Built target nrep_pred
Built target nrep_pred
Built target mpibenchmark
Built target nrep_pred
Built target nrep_pred
Built target nrep_pred
Built target nrep_pred
Built target nrep_pred
Built target nrep_pred
Built target verify_clock
Built target verify_clock
Built target verify_clock
Built target verify_clock
Built target verify_clock
Built target verify_clock
Built target verify_clock
Built target verify_clock
Built target verify_clock
Built target mpibenchPredNreps
Built target verify_clock
Built target verify_clock
Built target verify_clock
Built target verify_clock
Built target nrep_pred
Built target verify_clock
#Command-line arguments:  /home/thesis/steiner/reprompi/./bin/mpibenchmark --calls-list=MPI_Bcast,MPI_Alltoall,MPI_Allreduce --msizes-list=1,4,16,128,1024,10240,102400,1024000 --nrep=20 -v
#MPI calls:
#	MPI_Bcast
#	MPI_Alltoall
#	MPI_Allreduce
#Message sizes:
#	1
#	4
#	16
#	128
#	1024
#	10240
#	102400
#	1024000
#@operation=MPI_BOR
#@datatype=MPI_BYTE
#@datatype_extent_bytes=1
#@datatype_size_bytes=1
#@root_proc=0
#@reproMPIcommitSHA1=00325471f9a39c5ffc35796f360fb02838cbef84
#@nprocs=16
#@clocktype=local
#@clock=MPI_Wtime
#@sync=MPI_Barrier
#@nrep=20
process                                               test       nrep        count loc_tstart_sec   loc_tend_sec 
      6                                          MPI_Bcast         15            4 116762.5208861050 116762.5208904790
      6                                          MPI_Bcast         16            4 116762.5208958970 116762.5209001550
      6                                          MPI_Bcast         17            4 116762.5209063570 116762.5209113060
      6                                          MPI_Bcast         18            4 116762.5209181790 116762.5209229620
      6                                          MPI_Bcast         19            4 116762.5209289250 116762.5209335750
      7                                          MPI_Bcast          0            4 116760.9845011330 116760.9845076610
      7                                          MPI_Bcast          1            4 116760.9845116550 116760.9845193590
      7                                          MPI_Bcast          2            4 116760.9845234140 116760.9845301050
      7                                          MPI_Bcast          3            4 116760.9845339520 116760.9845401300
      7                                          MPI_Bcast          4            4 116760.9845439940 116760.9845504170
      7                                          MPI_Bcast          5            4 116760.9845543890 116760.9845607920
      7                                          MPI_Bcast          6            4 116760.9845645730 116760.9845713160
      7                                          MPI_Bcast          7            4 116760.9845760610 116760.9845826700
      7                                          MPI_Bcast          8            4 116760.9845870000 116760.9845930410
      7                                          MPI_Bcast          9            4 116760.9845971350 116760.9846038590
      7                                          MPI_Bcast         10            4 116760.9846077690 116760.9846146100
      7                                          MPI_Bcast         11            4 116760.9846185350 116760.9846253390
      7                                          MPI_Bcast         12            4 116760.9846289770 116760.9846351890
      7                                          MPI_Bcast         13            4 116760.9846390110 116760.9846454920
      7                                          MPI_Bcast         14            4 116760.9846491990 116760.9846562160
      7                                          MPI_Bcast         15            4 116760.9846600220 116760.9846662300
      7                                          MPI_Bcast         16            4 116760.9846700960 116760.9846762470
      7                                          MPI_Bcast         17            4 116760.9846800500 116760.9846879420
      7                                          MPI_Bcast         18            4 116760.9846921640 116760.9846990000
      7                                          MPI_Bcast         19            4 116760.9847030460 116760.9847096110
      8                                          MPI_Bcast          0            4 116776.2317802210 116776.2317829970
      8                                          MPI_Bcast          1            4 116776.2317914570 116776.2317946530
      8                                          MPI_Bcast          2            4 116776.2318032970 116776.2318058300
      8                                          MPI_Bcast          3            4 116776.2318136010 116776.2318160580
      8                                          MPI_Bcast          4            4 116776.2318238150 116776.2318264970
      8                                          MPI_Bcast          5            4 116776.2318340150 116776.2318367200
      8                                          MPI_Bcast          6            4 116776.2318443830 116776.2318471440
      8                                          MPI_Bcast          7            4 116776.2318558710 116776.2318586610
      8                                          MPI_Bcast          8            4 116776.2318662850 116776.2318690390
      8                                          MPI_Bcast          9            4 116776.2318766040 116776.2318793820
      8                                          MPI_Bcast         10            4 116776.2318876150 116776.2318904250
      8                                          MPI_Bcast         11            4 116776.2318983540 116776.2319011320
      8                                          MPI_Bcast         12            4 116776.2319085240 116776.2319109560
      8                                          MPI_Bcast         13            4 116776.2319190250 116776.2319215110
      8                                          MPI_Bcast         14            4 116776.2319292640 116776.2319319890
      8                                          MPI_Bcast         15            4 116776.2319397210 116776.2319421960
      8                                          MPI_Bcast         16            4 116776.2319495230 116776.2319521080
      8                                          MPI_Bcast         17            4 116776.2319599960 116776.2319630320
      8                                          MPI_Bcast         18            4 116776.2319720870 116776.2319747960
      8                                          MPI_Bcast         19            4 116776.2319828900 116776.2319854850
      9                                          MPI_Bcast          0            4 116773.4373164990 116773.4373210430
      9                                          MPI_Bcast          1            4 116773.4373272960 116773.4373325140
      9                                          MPI_Bcast          2            4 116773.4373391440 116773.4373435410
      9                                          MPI_Bcast          3            4 116773.4373493970 116773.4373537800
      9                                          MPI_Bcast          4            4 116773.4373595230 116773.4373640160
      9                                          MPI_Bcast          5            4 116773.4373698950 116773.4373744280
      9                                          MPI_Bcast          6            4 116773.4373804230 116773.4373848470
      9                                          MPI_Bcast          7            4 116773.4373909760 116773.4373961810
      9                                          MPI_Bcast          8            4 116773.4374020830 116773.4374065040
      9                                          MPI_Bcast          9            4 116773.4374125400 116773.4374172770
      9                                          MPI_Bcast         10            4 116773.4374235440 116773.4374281160
      9                                          MPI_Bcast         11            4 116773.4374341980 116773.4374386310
      9                                          MPI_Bcast         12            4 116773.4374447140 116773.4374486440
      9                                          MPI_Bcast         13            4 116773.4374544870 116773.4374591250
      9                                          MPI_Bcast         14            4 116773.4374646160 116773.4374695120
      9                                          MPI_Bcast         15            4 116773.4374754470 116773.4374798560
      9                                          MPI_Bcast         16            4 116773.4374855520 116773.4374900120
      9                                          MPI_Bcast         17            4 116773.4374956410 116773.4375008090
      9                                          MPI_Bcast         18            4 116773.4375076420 116773.4375123110
      9                                          MPI_Bcast         19            4 116773.4375182480 116773.4375229500
     10                                          MPI_Bcast          0            4 116776.0463134020 116776.0463179110
     10                                          MPI_Bcast          1            4 116776.0463246890 116776.0463296680
     10                                          MPI_Bcast          2            4 116776.0463358370 116776.0463405840
     10                                          MPI_Bcast          3            4 116776.0463468310 116776.0463508360
     10                                          MPI_Bcast          4            4 116776.0463581850 116776.0463611340
     10                                          MPI_Bcast          5            4 116776.0463671300 116776.0463715040
     10                                          MPI_Bcast          6            4 116776.0463774720 116776.0463818520
     10                                          MPI_Bcast          7            4 116776.0463884470 116776.0463933480
     10                                          MPI_Bcast          8            4 116776.0463990120 116776.0464037340
     10                                          MPI_Bcast          9            4 116776.0464098040 116776.0464142840
     10                                          MPI_Bcast         10            4 116776.0464205530 116776.0464250190
     10                                          MPI_Bcast         11            4 116776.0464313790 116776.0464357910
     10                                          MPI_Bcast         12            4 116776.0464419070 116776.0464456960
     10                                          MPI_Bcast         13            4 116776.0464513230 116776.0464562410
     10                                          MPI_Bcast         14            4 116776.0464621860 116776.0464666470
     10                                          MPI_Bcast         15            4 116776.0464727230 116776.0464769170
     10                                          MPI_Bcast         16            4 116776.0464827810 116776.0464866620
     10                                          MPI_Bcast         17            4 116776.0464927680 116776.0464978880
     10                                          MPI_Bcast         18            4 116776.0465048240 116776.0465095320
     10                                          MPI_Bcast         19            4 116776.0465186380 116776.0465200910
     11                                          MPI_Bcast          0            4 116775.5587427320 116775.5587490570
     11                                          MPI_Bcast          1            4 116775.5587533450 116775.5587605670
     11                                          MPI_Bcast          2            4 116775.5587649500 116775.5587711880
     11                                          MPI_Bcast          3            4 116775.5587753840 116775.5587814240
     11                                          MPI_Bcast          4            4 116775.5587857250 116775.5587917010
     11                                          MPI_Bcast          5            4 116775.5587959830 116775.5588021120
     11                                          MPI_Bcast          6            4 116775.5588061820 116775.5588127880
     11                                          MPI_Bcast          7            4 116775.5588171430 116775.5588239010
     11                                          MPI_Bcast          8            4 116775.5588281450 116775.5588343560
     11                                          MPI_Bcast          9            4 116775.5588386670 116775.5588451820
     11                                          MPI_Bcast         10            4 116775.5588493740 116775.5588561120
     11                                          MPI_Bcast         11            4 116775.5588604830 116775.5588666350
     11                                          MPI_Bcast         12            4 116775.5588705170 116775.5588763160
     11                                          MPI_Bcast         13            4 116775.5588804190 116775.5588868130
     11                                          MPI_Bcast         14            4 116775.5588906760 116775.5588972520
     11                                          MPI_Bcast         15            4 116775.5589017790 116775.5589075500
     11                                          MPI_Bcast         16            4 116775.5589117980 116775.5589176850
     11                                          MPI_Bcast         17            4 116775.5589244160 116775.5589290680
     11                                          MPI_Bcast         18            4 116775.5589335840 116775.5589404750
     11                                          MPI_Bcast         19            4 116775.5589447350 116775.5589508490
     12                                          MPI_Bcast          0            4 116756.7252557000 116756.7252605640
     12                                          MPI_Bcast          1            4 116756.7252671740 116756.7252721450
     12                                          MPI_Bcast          2            4 116756.7252786470 116756.7252830980
     12                                          MPI_Bcast          3            4 116756.7252890860 116756.7252933120
     12                                          MPI_Bcast          4            4 116756.7253008650 116756.7253035760
     12                                          MPI_Bcast          5            4 116756.7253094630 116756.7253140040
     12                                          MPI_Bcast          6            4 116756.7253199770 116756.7253244370
     12                                          MPI_Bcast          7            4 116756.7253314370 116756.7253358690
     12                                          MPI_Bcast          8            4 116756.7253418550 116756.7253462770
     12                                          MPI_Bcast          9            4 116756.7253522060 116756.7253567600
     12                                          MPI_Bcast         10            4 116756.7253629820 116756.7253675890
     12                                          MPI_Bcast         11            4 116756.7253738840 116756.7253783360
     12                                          MPI_Bcast         12            4 116756.7253842070 116756.7253882340
     12                                          MPI_Bcast         13            4 116756.7253942980 116756.7253987460
     12                                          MPI_Bcast         14            4 116756.7254047110 116756.7254092410
     12                                          MPI_Bcast         15            4 116756.7254153020 116756.7254194610
     12                                          MPI_Bcast         16            4 116756.7254250340 116756.7254291870
     12                                          MPI_Bcast         17            4 116756.7254355020 116756.7254403560
     12                                          MPI_Bcast         18            4 116756.7254475260 116756.7254520520
     12                                          MPI_Bcast         19            4 116756.7254583250 116756.7254626870
     13                                          MPI_Bcast          0            4 116776.0391373890 116776.0391440700
     13                                          MPI_Bcast          1            4 116776.0391481360 116776.0391555210
     13                                          MPI_Bcast          2            4 116776.0391601110 116776.0391661150
     13                                          MPI_Bcast          3            4 116776.0391703490 116776.0391763770
     13                                          MPI_Bcast          4            4 116776.0391805190 116776.0391870630
     13                                          MPI_Bcast          5            4 116776.0391909940 116776.0391972500
     13                                          MPI_Bcast          6            4 116776.0392009200 116776.0392074520
     13                                          MPI_Bcast          7            4 116776.0392122010 116776.0392189010
     13                                          MPI_Bcast          8            4 116776.0392231020 116776.0392295250
     13                                          MPI_Bcast          9            4 116776.0392334330 116776.0392403030
     13                                          MPI_Bcast         10            4 116776.0392444330 116776.0392509980
     13                                          MPI_Bcast         11            4 116776.0392551550 116776.0392616880
     13                                          MPI_Bcast         12            4 116776.0392656670 116776.0392712440
     13                                          MPI_Bcast         13            4 116776.0392754070 116776.0392819290
     13                                          MPI_Bcast         14            4 116776.0392856830 116776.0392924750
     13                                          MPI_Bcast         15            4 116776.0392963920 116776.0393025540
     13                                          MPI_Bcast         16            4 116776.0393065960 116776.0393126750
     13                                          MPI_Bcast         17            4 116776.0393164260 116776.0393239970
     13                                          MPI_Bcast         18            4 116776.0393286290 116776.0393350960
     13                                          MPI_Bcast         19            4 116776.0393393540 116776.0393457740
     14                                          MPI_Bcast          0            4 116753.4847019670 116753.4847081030
     14                                          MPI_Bcast          1            4 116753.4847128070 116753.4847199760
     14                                          MPI_Bcast          2            4 116753.4847244130 116753.4847306930
     14                                          MPI_Bcast          3            4 116753.4847350190 116753.4847411860
     14                                          MPI_Bcast          4            4 116753.4847479790 116753.4847512070
     14                                          MPI_Bcast          5            4 116753.4847553590 116753.4847616260
     14                                          MPI_Bcast          6            4 116753.4847656240 116753.4847718290
     14                                          MPI_Bcast          7            4 116753.4847768590 116753.4847833500
     14                                          MPI_Bcast          8            4 116753.4847875320 116753.4847937820
     14                                          MPI_Bcast          9            4 116753.4847979280 116753.4848045710
     14                                          MPI_Bcast         10            4 116753.4848088270 116753.4848150980
     14                                          MPI_Bcast         11            4 116753.4848195860 116753.4848258980
     14                                          MPI_Bcast         12            4 116753.4848302500 116753.4848357310
     14                                          MPI_Bcast         13            4 116753.4848398010 116753.4848462820
     14                                          MPI_Bcast         14            4 116753.4848503220 116753.4848566980
     14                                          MPI_Bcast         15            4 116753.4848610600 116753.4848672280
     14                                          MPI_Bcast         16            4 116753.4848710740 116753.4848768100
     14                                          MPI_Bcast         17            4 116753.4848813290 116753.4848880790
     14                                          MPI_Bcast         18            4 116753.4848931400 116753.4848995820
     14                                          MPI_Bcast         19            4 116753.4849040170 116753.4849101520
     15                                          MPI_Bcast          0            4 116746.8515816060 116746.8515898220
     15                                          MPI_Bcast          1            4 116746.8515920020 116746.8516014840
     15                                          MPI_Bcast          2            4 116746.8516038460 116746.8516118780
     15                                          MPI_Bcast          3            4 116746.8516143210 116746.8516220890
     15                                          MPI_Bcast          4            4 116746.8516244190 116746.8516325700
     15                                          MPI_Bcast          5            4 116746.8516348720 116746.8516428030
     15                                          MPI_Bcast          6            4 116746.8516450080 116746.8516536700
     15                                          MPI_Bcast          7            4 116746.8516562950 116746.8516647650
     15                                          MPI_Bcast          8            4 116746.8516671950 116746.8516751440
     15                                          MPI_Bcast          9            4 116746.8516776010 116746.8516859320
     15                                          MPI_Bcast         10            4 116746.8516881980 116746.8516967850
     15                                          MPI_Bcast         11            4 116746.8516990260 116746.8517072740
     15                                          MPI_Bcast         12            4 116746.8517095520 116746.8517171000
     15                                          MPI_Bcast         13            4 116746.8517194610 116746.8517274610
     15                                          MPI_Bcast         14            4 116746.8517298350 116746.8517382900
     15                                          MPI_Bcast         15            4 116746.8517404770 116746.8517481740
     15                                          MPI_Bcast         16            4 116746.8517505430 116746.8517583830
     15                                          MPI_Bcast         17            4 116746.8517605090 116746.8517705030
     15                                          MPI_Bcast         18            4 116746.8517725010 116746.8517813380
     15                                          MPI_Bcast         19            4 116746.8517835070 116746.8517915090
      0                                       MPI_Alltoall          0            4 116784.3061828940 116784.3061970710
      0                                       MPI_Alltoall          1            4 116784.3062035100 116784.3062117910
      0                                       MPI_Alltoall          2            4 116784.3062199630 116784.3062296360
      0                                       MPI_Alltoall          3            4 116784.3062360550 116784.3062449140
      0                                       MPI_Alltoall          4            4 116784.3062526790 116784.3062612330
      0                                       MPI_Alltoall          5            4 116784.3062691290 116784.3062766810
      0                                       MPI_Alltoall          6            4 116784.3062854420 116784.3062935760
      0                                       MPI_Alltoall          7            4 116784.3063011560 116784.3063095280
      0                                       MPI_Alltoall          8            4 116784.3063172130 116784.3063256770
      0                                       MPI_Alltoall          9            4 116784.3063339080 116784.3063424960
      0                                       MPI_Alltoall         10            4 116784.3063493830 116784.3063574080
      0                                       MPI_Alltoall         11            4 116784.3063654580 116784.3063743730
      0                                       MPI_Alltoall         12            4 116784.3063826780 116784.3063916640
      0                                       MPI_Alltoall         13            4 116784.3063997690 116784.3064079810
      0                                       MPI_Alltoall         14            4 116784.3064166980 116784.3064249650
      0                                       MPI_Alltoall         15            4 116784.3064326800 116784.3064411120
      0                                       MPI_Alltoall         16            4 116784.3064478580 116784.3064568190
      0                                       MPI_Alltoall         17            4 116784.3064635830 116784.3064734380
      0                                       MPI_Alltoall         18            4 116784.3064815190 116784.3064896540
      0                                       MPI_Alltoall         19            4 116784.3064968430 116784.3065059150
      1                                       MPI_Alltoall          0            4 116747.2815591120 116747.2815734140
      1                                       MPI_Alltoall          1            4 116747.2815794000 116747.2815897890
      1                                       MPI_Alltoall          2            4 116747.2815967840 116747.2816060770
      1                                       MPI_Alltoall          3            4 116747.2816128950 116747.2816221550
      1                                       MPI_Alltoall          4            4 116747.2816292700 116747.2816380200
      1                                       MPI_Alltoall          5            4 116747.2816450700 116747.2816554930
      1                                       MPI_Alltoall          6            4 116747.2816619110 116747.2816713980
      1                                       MPI_Alltoall          7            4 116747.2816775820 116747.2816865060
      1                                       MPI_Alltoall          8            4 116747.2816934940 116747.2817025220
      1                                       MPI_Alltoall          9            4 116747.2817105850 116747.2817198530
      1                                       MPI_Alltoall         10            4 116747.2817257650 116747.2817352560
      1                                       MPI_Alltoall         11            4 116747.2817424660 116747.2817523000
      1                                       MPI_Alltoall         12            4 116747.2817595210 116747.2817689500
      1                                       MPI_Alltoall         13            4 116747.2817760700 116747.2817861840
      1                                       MPI_Alltoall         14            4 116747.2817929020 116747.2818028990
      1                                       MPI_Alltoall         15            4 116747.2818089560 116747.2818184800
      1                                       MPI_Alltoall         16            4 116747.2818247140 116747.2818342660
      1                                       MPI_Alltoall         17            4 116747.2818408180 116747.2818500160
      1                                       MPI_Alltoall         18            4 116747.2818578600 116747.2818673650
      1                                       MPI_Alltoall         19            4 116747.2818739340 116747.2818830290
      2                                       MPI_Alltoall          0            4 116748.9917770660 116748.9917906860
      2                                       MPI_Alltoall          1            4 116748.9917976640 116748.9918072530
      2                                       MPI_Alltoall          2            4 116748.9918142050 116748.9918233090
      2                                       MPI_Alltoall          3            4 116748.9918305570 116748.9918393280
      2                                       MPI_Alltoall          4            4 116748.9918465000 116748.9918553670
      2                                       MPI_Alltoall          5            4 116748.9918638860 116748.9918720610
      2                                       MPI_Alltoall          6            4 116748.9918799100 116748.9918883330
      2                                       MPI_Alltoall          7            4 116748.9918953730 116748.9919041310
      2                                       MPI_Alltoall          8            4 116748.9919113260 116748.9919200020
      2                                       MPI_Alltoall          9            4 116748.9919284160 116748.9919366170
      2                                       MPI_Alltoall         10            4 116748.9919438230 116748.9919529430
      2                                       MPI_Alltoall         11            4 116748.9919602780 116748.9919703130
      2                                       MPI_Alltoall         12            4 116748.9919772260 116748.9919866610
      2                                       MPI_Alltoall         13            4 116748.9919939520 116748.9920042820
      2                                       MPI_Alltoall         14            4 116748.9920105180 116748.9920210920
      2                                       MPI_Alltoall         15            4 116748.9920271890 116748.9920366110
      2                                       MPI_Alltoall         16            4 116748.9920423310 116748.9920527120
      2                                       MPI_Alltoall         17            4 116748.9920585680 116748.9920676920
      2                                       MPI_Alltoall         18            4 116748.9920757980 116748.9920854280
      2                                       MPI_Alltoall         19            4 116748.9920915090 116748.9921006170
      3                                       MPI_Alltoall          0            4 116754.0463407030 116754.0463553590
      3                                       MPI_Alltoall          1            4 116754.0463613910 116754.0463729600
      3                                       MPI_Alltoall          2            4 116754.0463778310 116754.0463883710
      3                                       MPI_Alltoall          3            4 116754.0463937650 116754.0464043090
      3                                       MPI_Alltoall          4            4 116754.0464101010 116754.0464206660
      3                                       MPI_Alltoall          5            4 116754.0464272820 116754.0464372950
      3                                       MPI_Alltoall          6            4 116754.0464436290 116754.0464535390
      3                                       MPI_Alltoall          7            4 116754.0464592420 116754.0464688890
      3                                       MPI_Alltoall          8            4 116754.0464748560 116754.0464854180
      3                                       MPI_Alltoall          9            4 116754.0464918700 116754.0465030030
      3                                       MPI_Alltoall         10            4 116754.0465073140 116754.0465199490
      3                                       MPI_Alltoall         11            4 116754.0465235610 116754.0465362810
      3                                       MPI_Alltoall         12            4 116754.0465410050 116754.0465527470
      3                                       MPI_Alltoall         13            4 116754.0465573820 116754.0465693390
      3                                       MPI_Alltoall         14            4 116754.0465745130 116754.0465860070
      3                                       MPI_Alltoall         15            4 116754.0465903440 116754.0466017910
      3                                       MPI_Alltoall         16            4 116754.0466060240 116754.0466175820
      3                                       MPI_Alltoall         17            4 116754.0466222570 116754.0466339940
      3                                       MPI_Alltoall         18            4 116754.0466391910 116754.0466507480
      3                                       MPI_Alltoall         19            4 116754.0466550910 116754.0466662090
      4                                       MPI_Alltoall          0            4 116754.8209199320 116754.8209345790
      4                                       MPI_Alltoall          1            4 116754.8209412630 116754.8209506520
      4                                       MPI_Alltoall          2            4 116754.8209575310 116754.8209670320
      4                                       MPI_Alltoall          3            4 116754.8209737950 116754.8209823350
      4                                       MPI_Alltoall          4            4 116754.8209900880 116754.8209989530
      4                                       MPI_Alltoall          5            4 116754.8210070980 116754.8210149980
      4                                       MPI_Alltoall          6            4 116754.8210231570 116754.8210328210
      4                                       MPI_Alltoall          7            4 116754.8210385570 116754.8210471350
      4                                       MPI_Alltoall          8            4 116754.8210548240 116754.8210632990
      4                                       MPI_Alltoall          9            4 116754.8210714350 116754.8210802630
      4                                       MPI_Alltoall         10            4 116754.8210872420 116754.8210960820
      4                                       MPI_Alltoall         11            4 116754.8211038740 116754.8211132370
      4                                       MPI_Alltoall         12            4 116754.8211204760 116754.8211301310
      4                                       MPI_Alltoall         13            4 116754.8211373550 116754.8211468560
      4                                       MPI_Alltoall         14            4 116754.8211541440 116754.8211640510
      4                                       MPI_Alltoall         15            4 116754.8211704050 116754.8211797240
      4                                       MPI_Alltoall         16            4 116754.8211857390 116754.8211957400
      4                                       MPI_Alltoall         17            4 116754.8212015370 116754.8212117270
      4                                       MPI_Alltoall         18            4 116754.8212193870 116754.8212289530
      4                                       MPI_Alltoall         19            4 116754.8212348570 116754.8212444780
      5                                       MPI_Alltoall          0            4 116757.7866664480 116757.7866816750
      5                                       MPI_Alltoall          1            4 116757.7866872570 116757.7866984280
      5                                       MPI_Alltoall          2            4 116757.7867042040 116757.7867142630
      5                                       MPI_Alltoall          3            4 116757.7867199770 116757.7867306310
      5                                       MPI_Alltoall          4            4 116757.7867365830 116757.7867467490
      5                                       MPI_Alltoall          5            4 116757.7867526620 116757.7867631670
      5                                       MPI_Alltoall          6            4 116757.7867696200 116757.7867789620
      5                                       MPI_Alltoall          7            4 116757.7867851540 116757.7867950470
      5                                       MPI_Alltoall          8            4 116757.7868009990 116757.7868113280
      5                                       MPI_Alltoall          9            4 116757.7868180180 116757.7868283970
      5                                       MPI_Alltoall         10            4 116757.7868335560 116757.7868442610
      5                                       MPI_Alltoall         11            4 116757.7868498990 116757.7868617160
      5                                       MPI_Alltoall         12            4 116757.7868673030 116757.7868777640
      5                                       MPI_Alltoall         13            4 116757.7868835810 116757.7868952350
      5                                       MPI_Alltoall         14            4 116757.7869005970 116757.7869120160
      5                                       MPI_Alltoall         15            4 116757.7869165500 116757.7869276180
      5                                       MPI_Alltoall         16            4 116757.7869323530 116757.7869441230
      5                                       MPI_Alltoall         17            4 116757.7869483690 116757.7869591350
      5                                       MPI_Alltoall         18            4 116757.7869654470 116757.7869762730
      5                                       MPI_Alltoall         19            4 116757.7869813670 116757.7869918270
      6                                       MPI_Alltoall          0            4 116762.5218936120 116762.5219083680
      6                                       MPI_Alltoall          1            4 116762.5219146900 116762.5219252710
      6                                       MPI_Alltoall          2            4 116762.5219310220 116762.5219413610
      6                                       MPI_Alltoall          3            4 116762.5219472140 116762.5219569220
      6                                       MPI_Alltoall          4            4 116762.5219633440 116762.5219731110
      6                                       MPI_Alltoall          5            4 116762.5219803620 116762.5219899190
      6                                       MPI_Alltoall          6            4 116762.5219963630 116762.5220058150
      6                                       MPI_Alltoall          7            4 116762.5220122150 116762.5220218140
      6                                       MPI_Alltoall          8            4 116762.5220281860 116762.5220378500
      6                                       MPI_Alltoall          9            4 116762.5220448330 116762.5220543590
      6                                       MPI_Alltoall         10            4 116762.5220606200 116762.5220714640
      6                                       MPI_Alltoall         11            4 116762.5220771140 116762.5220890930
      6                                       MPI_Alltoall         12            4 116762.5220939000 116762.5221045630
      6                                       MPI_Alltoall         13            4 116762.5221108700 116762.5221229660
      6                                       MPI_Alltoall         14            4 116762.5221276170 116762.5221391930
      6                                       MPI_Alltoall         15            4 116762.5221438570 116762.5221547470
      6                                       MPI_Alltoall         16            4 116762.5221597800 116762.5221717240
      6                                       MPI_Alltoall         17            4 116762.5221749930 116762.5221855300
      6                                       MPI_Alltoall         18            4 116762.5221926470 116762.5222039210
      6                                       MPI_Alltoall         19            4 116762.5222085270 116762.5222190160
      7                                       MPI_Alltoall          0            4 116760.9856678560 116760.9856846960
      7                                       MPI_Alltoall          1            4 116760.9856899440 116760.9857014450
      7                                       MPI_Alltoall          2            4 116760.9857053820 116760.9857173210
      7                                       MPI_Alltoall          3            4 116760.9857222260 116760.9857339350
      7                                       MPI_Alltoall          4            4 116760.9857377670 116760.9857503610
      7                                       MPI_Alltoall          5            4 116760.9857543410 116760.9857667090
      7                                       MPI_Alltoall          6            4 116760.9857706290 116760.9857828850
      7                                       MPI_Alltoall          7            4 116760.9857865560 116760.9857987440
      7                                       MPI_Alltoall          8            4 116760.9858024520 116760.9858150360
      7                                       MPI_Alltoall          9            4 116760.9858191830 116760.9858318390
      7                                       MPI_Alltoall         10            4 116760.9858348800 116760.9858489490
      7                                       MPI_Alltoall         11            4 116760.9858511970 116760.9858658110
      7                                       MPI_Alltoall         12            4 116760.9858684970 116760.9858825420
      7                                       MPI_Alltoall         13            4 116760.9858851290 116760.9858987730
      7                                       MPI_Alltoall         14            4 116760.9859017620 116760.9859154020
      7                                       MPI_Alltoall         15            4 116760.9859185480 116760.9859311090
      7                                       MPI_Alltoall         16            4 116760.9859340760 116760.9859468430
      7                                       MPI_Alltoall         17            4 116760.9859499560 116760.9859645710
      7                                       MPI_Alltoall         18            4 116760.9859672500 116760.9859802340
      7                                       MPI_Alltoall         19            4 116760.9859832560 116760.9859951530
      8                                       MPI_Alltoall          0            4 116776.2329473420 116776.2329621160
      8                                       MPI_Alltoall          1            4 116776.2329685860 116776.2329777920
      8                                       MPI_Alltoall          2            4 116776.2329849260 116776.2329947190
      8                                       MPI_Alltoall          3            4 116776.2330011220 116776.2330103200
      8                                       MPI_Alltoall          4            4 116776.2330174310 116776.2330264920
      8                                       MPI_Alltoall          5            4 116776.2330342060 116776.2330420410
      8                                       MPI_Alltoall          6            4 116776.2330504460 116776.2330590550
      8                                       MPI_Alltoall          7            4 116776.2330661500 116776.2330751570
      8                                       MPI_Alltoall          8            4 116776.2330822190 116776.2330907210
      8                                       MPI_Alltoall          9            4 116776.2330989700 116776.2331076050
      8                                       MPI_Alltoall         10            4 116776.2331155700 116776.2331228450
      8                                       MPI_Alltoall         11            4 116776.2331325110 116776.2331410790
      8                                       MPI_Alltoall         12            4 116776.2331494110 116776.2331583900
      8                                       MPI_Alltoall         13            4 116776.2331664180 116776.2331746260
      8                                       MPI_Alltoall         14            4 116776.2331832510 116776.2331916030
      8                                       MPI_Alltoall         15            4 116776.2331994150 116776.2332072020
      8                                       MPI_Alltoall         16            4 116776.2332149530 116776.2332231550
      8                                       MPI_Alltoall         17            4 116776.2332305090 116776.2332402940
      8                                       MPI_Alltoall         18            4 116776.2332482030 116776.2332563870
      8                                       MPI_Alltoall         19            4 116776.2332633570 116776.2332725900
      9                                       MPI_Alltoall          0            4 116773.4384832640 116773.4384992750
      9                                       MPI_Alltoall          1            4 116773.4385038140 116773.4385150180
      9                                       MPI_Alltoall          2            4 116773.4385211950 116773.4385309160
      9                                       MPI_Alltoall          3            4 116773.4385369910 116773.4385469790
