#MPI calls:
#	MPI_Bcast
#	MPI_Alltoall
#	MPI_Allreduce
#Message sizes:
#	1
#	4
#	16
#	128
#	1024
#	10240
#	102400
#	1024000
#@operation=MPI.Op(Ptr{Nothing} @0x00007fba3849b100, nothing)
#@datatype=UInt8
#@nrep=20
#@root_proc=0
#@nprocs=4
#@verbose=true
process                                               test       nrep        count           time
      4                                      MPI_Allreduce          6            1   0.0000025220
      4                                      MPI_Allreduce          7            1   0.0000018720
      4                                      MPI_Allreduce          8            1   0.0000020990
      4                                      MPI_Allreduce          9            1   0.0000023960
      4                                      MPI_Allreduce         10            1   0.0000024070
      4                                      MPI_Allreduce         11            1   0.0000024150
      4                                      MPI_Allreduce         12            1   0.0000020440
      4                                      MPI_Allreduce         13            1   0.0000019590
      4                                      MPI_Allreduce         14            1   0.0000020250
      4                                      MPI_Allreduce         15            1   0.0000016560
      4                                      MPI_Allreduce         16            1   0.0000024330
      4                                      MPI_Allreduce         17            1   0.0000021810
      4                                      MPI_Allreduce         18            1   0.0000021700
      4                                      MPI_Allreduce         19            1   0.0000029130
      4                                      MPI_Allreduce         20            1   0.0000026910
      1                                          MPI_Bcast          1            4   0.0000033400
      1                                          MPI_Bcast          2            4   0.0000008870
      1                                          MPI_Bcast          3            4   0.0000007000
      1                                          MPI_Bcast          4            4   0.0000006870
      1                                          MPI_Bcast          5            4   0.0000006720
      1                                          MPI_Bcast          6            4   0.0000007050
      1                                          MPI_Bcast          7            4   0.0000006820
      1                                          MPI_Bcast          8            4   0.0000010420
      1                                          MPI_Bcast          9            4   0.0000006940
      1                                          MPI_Bcast         10            4   0.0000007270
      1                                          MPI_Bcast         11            4   0.0000008230
      1                                          MPI_Bcast         12            4   0.0000006830
      1                                          MPI_Bcast         13            4   0.0000006660
      1                                          MPI_Bcast         14            4   0.0000007020
      1                                          MPI_Bcast         15            4   0.0000006740
      1                                          MPI_Bcast         16            4   0.0000007280
      1                                          MPI_Bcast         17            4   0.0000006590
      1                                          MPI_Bcast         18            4   0.0000007130
      1                                          MPI_Bcast         19            4   0.0000006800
      1                                          MPI_Bcast         20            4   0.0000006830
      2                                          MPI_Bcast          1            4   0.0000045540
      2                                          MPI_Bcast          2            4   0.0000035740
      2                                          MPI_Bcast          3            4   0.0000025000
      2                                          MPI_Bcast          4            4   0.0000025330
      2                                          MPI_Bcast          5            4   0.0000022740
      2                                          MPI_Bcast          6            4   0.0000022900
      2                                          MPI_Bcast          7            4   0.0000023600
      2                                          MPI_Bcast          8            4   0.0000028660
      2                                          MPI_Bcast          9            4   0.0000026000
      2                                          MPI_Bcast         10            4   0.0000029840
      2                                          MPI_Bcast         11            4   0.0000023030
      2                                          MPI_Bcast         12            4   0.0000021340
      2                                          MPI_Bcast         13            4   0.0000020520
      2                                          MPI_Bcast         14            4   0.0000019190
      2                                          MPI_Bcast         15            4   0.0000025590
      2                                          MPI_Bcast         16            4   0.0000023980
      2                                          MPI_Bcast         17            4   0.0000021930
      2                                          MPI_Bcast         18            4   0.0000025340
      2                                          MPI_Bcast         19            4   0.0000027140
      2                                          MPI_Bcast         20            4   0.0000021530
      3                                          MPI_Bcast          1            4   0.0000039570
      3                                          MPI_Bcast          2            4   0.0000026650
      3                                          MPI_Bcast          3            4   0.0000024030
      3                                          MPI_Bcast          4            4   0.0000024420
      3                                          MPI_Bcast          5            4   0.0000020840
      3                                          MPI_Bcast          6            4   0.0000023440
      3                                          MPI_Bcast          7            4   0.0000022420
      3                                          MPI_Bcast          8            4   0.0000028050
      3                                          MPI_Bcast          9            4   0.0000022190
      3                                          MPI_Bcast         10            4   0.0000026280
      3                                          MPI_Bcast         11            4   0.0000024440
      3                                          MPI_Bcast         12            4   0.0000021760
      3                                          MPI_Bcast         13            4   0.0000020850
      3                                          MPI_Bcast         14            4   0.0000022780
      3                                          MPI_Bcast         15            4   0.0000021810
      3                                          MPI_Bcast         16            4   0.0000023970
      3                                          MPI_Bcast         17            4   0.0000022560
      3                                          MPI_Bcast         18            4   0.0000023290
      3                                          MPI_Bcast         19            4   0.0000023180
      3                                          MPI_Bcast         20            4   0.0000020370
      4                                          MPI_Bcast          1            4   0.0000062750
      4                                          MPI_Bcast          2            4   0.0000054120
      4                                          MPI_Bcast          3            4   0.0000043520
      4                                          MPI_Bcast          4            4   0.0000040330
      4                                          MPI_Bcast          5            4   0.0000039990
      4                                          MPI_Bcast          6            4   0.0000038900
      4                                          MPI_Bcast          7            4   0.0000039910
      4                                          MPI_Bcast          8            4   0.0000047670
      4                                          MPI_Bcast          9            4   0.0000045160
      4                                          MPI_Bcast         10            4   0.0000046590
      4                                          MPI_Bcast         11            4   0.0000039570
      4                                          MPI_Bcast         12            4   0.0000036750
      4                                          MPI_Bcast         13            4   0.0000036690
      4                                          MPI_Bcast         14            4   0.0000037250
      4                                          MPI_Bcast         15            4   0.0000043110
      4                                          MPI_Bcast         16            4   0.0000042300
      4                                          MPI_Bcast         17            4   0.0000039520
      4                                          MPI_Bcast         18            4   0.0000047130
      4                                          MPI_Bcast         19            4   0.0000043540
      4                                          MPI_Bcast         20            4   0.0000038770
      1                                       MPI_Alltoall          1            4   0.0000046520
      1                                       MPI_Alltoall          2            4   0.0000047870
      1                                       MPI_Alltoall          3            4   0.0000027350
      1                                       MPI_Alltoall          4            4   0.0000022260
      1                                       MPI_Alltoall          5            4   0.0000023420
      1                                       MPI_Alltoall          6            4   0.0000026500
      1                                       MPI_Alltoall          7            4   0.0000022150
      1                                       MPI_Alltoall          8            4   0.0000023530
      1                                       MPI_Alltoall          9            4   0.0000022200
