#Command-line arguments:  ../reprompi/bin/mpibenchmark --calls-list=MPI_Bcast,MPI_Alltoall,MPI_Allreduce --msizes-list=8,1024,2048 --nrep=50
#MPI calls:
#	MPI_Bcast
#	MPI_Alltoall
#	MPI_Allreduce
#Message sizes:
#	8
#	1024
#	2048
#@operation=MPI_BOR
#@datatype=MPI_BYTE
#@datatype_extent_bytes=1
#@datatype_size_bytes=1
#@root_proc=0
#@reproMPIcommitSHA1=00325471f9a39c5ffc35796f360fb02838cbef84
#@nprocs=6
#@clocktype=local
#@clock=MPI_Wtime
#@sync=MPI_Barrier
#@nrep=50
                                              test       nrep        count    runtime_sec 
                                     MPI_Allreduce         38         1024   0.0000085460
                                     MPI_Allreduce         39         1024   0.0000084960
                                     MPI_Allreduce         40         1024   0.0000087970
                                     MPI_Allreduce         41         1024   0.0000082160
                                     MPI_Allreduce         42         1024   0.0000082960
                                     MPI_Allreduce         43         1024   0.0000084160
                                     MPI_Allreduce         44         1024   0.0000084670
                                     MPI_Allreduce         45         1024   0.0000085370
                                     MPI_Allreduce         46         1024   0.0000084460
                                     MPI_Allreduce         47         1024   0.0000084760
                                     MPI_Allreduce         48         1024   0.0000086860
                                     MPI_Allreduce         49         1024   0.0000083260
                                         MPI_Bcast          0         2048   0.0000058010
                                         MPI_Bcast          1         2048   0.0000047290
                                         MPI_Bcast          2         2048   0.0000042680
                                         MPI_Bcast          3         2048   0.0000045290
                                         MPI_Bcast          4         2048   0.0000046490
                                         MPI_Bcast          5         2048   0.0000044880
                                         MPI_Bcast          6         2048   0.0000045790
                                         MPI_Bcast          7         2048   0.0000044090
                                         MPI_Bcast          8         2048   0.0000048490
                                         MPI_Bcast          9         2048   0.0000045580
                                         MPI_Bcast         10         2048   0.0000042080
                                         MPI_Bcast         11         2048   0.0000042080
                                         MPI_Bcast         12         2048   0.0000045580
                                         MPI_Bcast         13         2048   0.0000040780
                                         MPI_Bcast         14         2048   0.0000040570
                                         MPI_Bcast         15         2048   0.0000043680
                                         MPI_Bcast         16         2048   0.0000047190
                                         MPI_Bcast         17         2048   0.0000044680
                                         MPI_Bcast         18         2048   0.0000041580
                                         MPI_Bcast         19         2048   0.0000042180
                                         MPI_Bcast         20         2048   0.0000044580
                                         MPI_Bcast         21         2048   0.0000046590
                                         MPI_Bcast         22         2048   0.0000043780
                                         MPI_Bcast         23         2048   0.0000044080
                                         MPI_Bcast         24         2048   0.0000038680
                                         MPI_Bcast         25         2048   0.0000040680
                                         MPI_Bcast         26         2048   0.0000046590
                                         MPI_Bcast         27         2048   0.0000047990
                                         MPI_Bcast         28         2048   0.0000041080
                                         MPI_Bcast         29         2048   0.0000037080
                                         MPI_Bcast         30         2048   0.0000052200
                                         MPI_Bcast         31         2048   0.0000048490
                                         MPI_Bcast         32         2048   0.0000046890
                                         MPI_Bcast         33         2048   0.0000042180
                                         MPI_Bcast         34         2048   0.0000046490
                                         MPI_Bcast         35         2048   0.0000043990
                                         MPI_Bcast         36         2048   0.0000046080
                                         MPI_Bcast         37         2048   0.0000047490
                                         MPI_Bcast         38         2048   0.0000039270
                                         MPI_Bcast         39         2048   0.0000047080
                                         MPI_Bcast         40         2048   0.0000038670
                                         MPI_Bcast         41         2048   0.0000042480
                                         MPI_Bcast         42         2048   0.0000049490
                                         MPI_Bcast         43         2048   0.0000042080
                                         MPI_Bcast         44         2048   0.0000045190
                                         MPI_Bcast         45         2048   0.0000044790
                                         MPI_Bcast         46         2048   0.0000044280
                                         MPI_Bcast         47         2048   0.0000042380
                                         MPI_Bcast         48         2048   0.0000045680
                                         MPI_Bcast         49         2048   0.0000043880
                                      MPI_Alltoall          0         2048   0.0000102700
                                      MPI_Alltoall          1         2048   0.0000093880
                                      MPI_Alltoall          2         2048   0.0000092070
                                      MPI_Alltoall          3         2048   0.0000089070
                                      MPI_Alltoall          4         2048   0.0000089780
                                      MPI_Alltoall          5         2048   0.0000090370
                                      MPI_Alltoall          6         2048   0.0000087060
                                      MPI_Alltoall          7         2048   0.0000087470
                                      MPI_Alltoall          8         2048   0.0000088370
                                      MPI_Alltoall          9         2048   0.0000090570
                                      MPI_Alltoall         10         2048   0.0000087170
                                      MPI_Alltoall         11         2048   0.0000089470
                                      MPI_Alltoall         12         2048   0.0000087060
                                      MPI_Alltoall         13         2048   0.0000086670
                                      MPI_Alltoall         14         2048   0.0000085470
                                      MPI_Alltoall         15         2048   0.0000084560
                                      MPI_Alltoall         16         2048   0.0000081560
                                      MPI_Alltoall         17         2048   0.0000085360
                                      MPI_Alltoall         18         2048   0.0000082660
                                      MPI_Alltoall         19         2048   0.0000092080
                                      MPI_Alltoall         20         2048   0.0000085260
                                      MPI_Alltoall         21         2048   0.0000084060
                                      MPI_Alltoall         22         2048   0.0000083660
                                      MPI_Alltoall         23         2048   0.0000084760
                                      MPI_Alltoall         24         2048   0.0000086270
                                      MPI_Alltoall         25         2048   0.0000085860
                                      MPI_Alltoall         26         2048   0.0000084260
                                      MPI_Alltoall         27         2048   0.0000084060
                                      MPI_Alltoall         28         2048   0.0000083960
                                      MPI_Alltoall         29         2048   0.0000081460
                                      MPI_Alltoall         30         2048   0.0000084960
                                      MPI_Alltoall         31         2048   0.0000085470
                                      MPI_Alltoall         32         2048   0.0000085360
                                      MPI_Alltoall         33         2048   0.0000083860
                                      MPI_Alltoall         34         2048   0.0000085160
                                      MPI_Alltoall         35         2048   0.0000082760
                                      MPI_Alltoall         36         2048   0.0000083460
                                      MPI_Alltoall         37         2048   0.0000087870
                                      MPI_Alltoall         38         2048   0.0000087270
                                      MPI_Alltoall         39         2048   0.0000084060
                                      MPI_Alltoall         40         2048   0.0000084050
                                      MPI_Alltoall         41         2048   0.0000089770
                                      MPI_Alltoall         42         2048   0.0000081650
                                      MPI_Alltoall         43         2048   0.0000083360
                                      MPI_Alltoall         44         2048   0.0000079850
                                      MPI_Alltoall         45         2048   0.0000092770
                                      MPI_Alltoall         46         2048   0.0000083660
                                      MPI_Alltoall         47         2048   0.0000076950
                                      MPI_Alltoall         48         2048   0.0000077050
                                      MPI_Alltoall         49         2048   0.0000083860
                                     MPI_Allreduce          0         2048   0.0000099090
                                     MPI_Allreduce          1         2048   0.0000095780
                                     MPI_Allreduce          2         2048   0.0000093580
                                     MPI_Allreduce          3         2048   0.0000096490
                                     MPI_Allreduce          4         2048   0.0000091170
                                     MPI_Allreduce          5         2048   0.0000091680
                                     MPI_Allreduce          6         2048   0.0000088570
                                     MPI_Allreduce          7         2048   0.0000090170
                                     MPI_Allreduce          8         2048   0.0000089570
                                     MPI_Allreduce          9         2048   0.0000092180
                                     MPI_Allreduce         10         2048   0.0000089070
                                     MPI_Allreduce         11         2048   0.0000093080
                                     MPI_Allreduce         12         2048   0.0000090770
                                     MPI_Allreduce         13         2048   0.0000093380
                                     MPI_Allreduce         14         2048   0.0000090780
                                     MPI_Allreduce         15         2048   0.0000090370
                                     MPI_Allreduce         16         2048   0.0000087570
                                     MPI_Allreduce         17         2048   0.0000091170
                                     MPI_Allreduce         18         2048   0.0000089170
                                     MPI_Allreduce         19         2048   0.0000090780
                                     MPI_Allreduce         20         2048   0.0000094880
                                     MPI_Allreduce         21         2048   0.0000091180
                                     MPI_Allreduce         22         2048   0.0000093080
                                     MPI_Allreduce         23         2048   0.0000095480
                                     MPI_Allreduce         24         2048   0.0000094280
                                     MPI_Allreduce         25         2048   0.0000094080
                                     MPI_Allreduce         26         2048   0.0000092270
                                     MPI_Allreduce         27         2048   0.0000088370
                                     MPI_Allreduce         28         2048   0.0000096280
                                     MPI_Allreduce         29         2048   0.0000095890
                                     MPI_Allreduce         30         2048   0.0000095280
                                     MPI_Allreduce         31         2048   0.0000092770
                                     MPI_Allreduce         32         2048   0.0000092480
                                     MPI_Allreduce         33         2048   0.0000092170
                                     MPI_Allreduce         34         2048   0.0000090470
                                     MPI_Allreduce         35         2048   0.0000091170
                                     MPI_Allreduce         36         2048   0.0000092270
                                     MPI_Allreduce         37         2048   0.0000088670
                                     MPI_Allreduce         38         2048   0.0000092270
                                     MPI_Allreduce         39         2048   0.0000090370
                                     MPI_Allreduce         40         2048   0.0000093370
                                     MPI_Allreduce         41         2048   0.0000094880
                                     MPI_Allreduce         42         2048   0.0000091270
                                     MPI_Allreduce         43         2048   0.0000096890
                                     MPI_Allreduce         44         2048   0.0000093980
                                     MPI_Allreduce         45         2048   0.0000094280
                                     MPI_Allreduce         46         2048   0.0000094280
                                     MPI_Allreduce         47         2048   0.0000092470
                                     MPI_Allreduce         48         2048   0.0000096490
                                     MPI_Allreduce         49         2048   0.0000094280
# Benchmark started at Wed Apr 15 18:51:13 2020
# Execution time: 0s
